local_date,"gas price, gbp/mmbtu","coal price, gbp/tonne","carbon price, gbp/tonne"
11/24/2019,4.2,43.6,39.11
11/25/2019,4.28,43.31,38.86
11/26/2019,4.09,43.74,38.87
11/27/2019,4.13,43.38,39.37
11/28/2019,4.1,43.48,39.32
11/29/2019,4.05,45.34,39.48
11/30/2019,4.05,45.34,39.48
12/1/2019,4.05,45.34,39.48
12/2/2019,3.91,44.34,38.83
12/3/2019,3.76,43.41,38.47
12/4/2019,3.54,42.73,38.91
12/5/2019,3.14,41.96,38.84
12/6/2019,3.34,41.47,39
12/7/2019,3.34,41.47,39
12/8/2019,3.34,41.47,39
12/9/2019,3.35,41.2,39.15
12/10/2019,3.28,40.7,39.03
12/11/2019,3.2,40.6,38.65
12/12/2019,3.35,41.16,39.2
12/13/2019,3.1,40.17,38.04
12/14/2019,3.1,40.17,38.04
12/15/2019,3.1,40.17,38.04
12/16/2019,3.23,40.12,38.78
12/17/2019,3.3,40.72,40.01
12/18/2019,3.21,40.92,40.47
12/19/2019,3.39,40.95,40.83
12/20/2019,3.28,40.96,40.6
12/21/2019,3.28,40.96,40.6
12/22/2019,3.28,40.96,40.6
12/23/2019,2.95,41.16,40.64
12/24/2019,2.78,41.09,40.62
12/25/2019,2.73,41.09,40.6
12/26/2019,2.73,41.09,40.56
12/27/2019,2.8,41.39,40.7
12/28/2019,2.8,41.39,40.7
12/29/2019,2.8,41.39,40.7
12/30/2019,3,40.41,39.29
12/31/2019,2.72,40.12,39.06
1/1/2020,2.7,40.12,39.09
1/2/2020,2.68,39.5,38.6
1/3/2020,2.95,40.35,39.2
1/4/2020,2.95,40.35,39.2
1/5/2020,2.95,40.35,39.2
1/6/2020,2.81,40.01,38.52
1/7/2020,2.81,40.05,38.78
1/8/2020,2.83,40.08,38.32
1/9/2020,2.93,40.39,38.89
1/10/2020,2.94,40.54,38.53
1/11/2020,2.94,40.54,38.53
1/12/2020,2.94,40.54,38.53
1/13/2020,3.06,41.22,38.62
1/14/2020,2.87,40.12,38.31
1/15/2020,2.89,39.78,38.89
1/16/2020,2.88,39.03,39.09
1/17/2020,2.88,38.76,39.62
1/18/2020,2.88,38.76,39.62
1/19/2020,2.88,38.76,39.62
1/20/2020,2.77,38.28,39.4
1/21/2020,2.8,38.75,39.1
1/22/2020,2.72,38.48,39.05
1/23/2020,2.7,38.6,38.74
1/24/2020,2.76,38.46,38.49
1/25/2020,2.76,38.46,38.49
1/26/2020,2.76,38.46,38.49
1/27/2020,2.8,38.56,38.69
1/28/2020,2.89,38.78,38.8
1/29/2020,2.62,38.58,38.22
1/30/2020,2.48,38.51,37.93
1/31/2020,2.51,36.5,38
2/1/2020,2.51,36.5,38
2/2/2020,2.51,36.5,38
2/3/2020,2.5,36.66,37.69
2/4/2020,2.49,37.54,37.74
2/5/2020,2.48,38.09,38.06
2/6/2020,2.33,37.82,37.96
2/7/2020,2.26,37.25,37.75
2/8/2020,2.26,37.25,37.75
2/9/2020,2.26,37.25,37.75
2/10/2020,2.22,36.76,37.52
2/11/2020,2.15,37.08,37.59
2/12/2020,2.16,37.57,37.99
2/13/2020,2.12,38.22,38.23
2/14/2020,2.15,38.64,38.11
2/15/2020,2.15,38.64,38.11
2/16/2020,2.15,38.64,38.11
2/17/2020,2.29,38.87,38.82
2/18/2020,2.37,38.12,38.83
2/19/2020,2.5,38.07,39.46
2/20/2020,2.34,37.57,39.42
2/21/2020,2.3,37.26,39.37
2/22/2020,2.3,37.26,39.37
2/23/2020,2.3,37.26,39.37
2/24/2020,2.46,37.14,38.6
2/25/2020,2.48,36.99,38.2
2/26/2020,2.5,37.16,38.43
2/27/2020,2.43,37.21,38.12
2/28/2020,2.5,37.41,38.27
2/29/2020,2.5,37.41,38.27
3/1/2020,2.5,37.41,38.27
3/2/2020,2.52,36.75,38.5
3/3/2020,2.59,36.63,38.35
3/4/2020,2.53,36.89,38.58
3/5/2020,2.54,36.99,38.61
3/6/2020,2.35,36.38,38.23
3/7/2020,2.35,36.38,38.23
3/8/2020,2.35,36.38,38.23
3/9/2020,2.26,35.39,38.27
3/10/2020,2.4,35.88,39.03
3/11/2020,2.46,36.08,39
3/12/2020,2.5,36.52,38.02
3/13/2020,2.4,37.52,37.81
3/14/2020,2.4,37.52,37.81
3/15/2020,2.4,37.52,37.81
3/16/2020,2.28,37.88,35.69
3/17/2020,2.38,39.2,34.64
3/18/2020,2.43,40.64,32.31
3/19/2020,2.46,40.23,33.18
3/20/2020,2.33,40.46,32.73
3/21/2020,2.33,40.46,32.73
3/22/2020,2.33,40.46,32.73
3/23/2020,2.18,41.25,32.34
3/24/2020,2.17,40.48,33.32
3/25/2020,2.26,41.03,33.96
3/26/2020,2,39.51,33.56
3/27/2020,1.9,38.92,32.54
3/28/2020,1.9,38.92,32.54
3/29/2020,1.9,38.92,32.54
3/30/2020,1.88,40.87,33.06
3/31/2020,1.78,39.75,33.58
4/1/2020,1.69,38.72,33.01
4/2/2020,1.76,38.34,33.71
4/3/2020,1.6,37.61,33.73
4/4/2020,1.6,37.61,33.73
4/5/2020,1.6,37.61,33.73
4/6/2020,1.6,37.78,35.9
4/7/2020,1.68,38.24,35.91
4/8/2020,1.58,37.64,36.43
4/9/2020,1.48,37.53,36.41
4/10/2020,1.48,37.53,36.42
4/11/2020,1.48,37.53,36.42
4/12/2020,1.48,37.53,36.42
4/13/2020,1.48,37.45,36.3
4/14/2020,1.48,36.33,35.15
4/15/2020,1.4,36.25,34.71
4/16/2020,1.43,36.54,36.13
4/17/2020,1.35,36.31,36.81
4/18/2020,1.35,36.31,36.81
4/19/2020,1.35,36.31,36.81
4/20/2020,1.04,36.52,36.6
4/21/2020,0.98,37.03,35.47
4/22/2020,1.19,36.62,36.05
4/23/2020,1.19,36.25,36.27
4/24/2020,1.07,36.51,36.08
4/25/2020,1.07,36.51,36.08
4/26/2020,1.07,36.51,36.08
4/27/2020,1.31,31.51,35.6
4/28/2020,1.34,30.92,35.53
4/29/2020,1.3,31.36,35.54
4/30/2020,1.31,32.04,34.97
5/1/2020,1.31,31.48,35.12
5/2/2020,1.31,31.48,35.12
5/3/2020,1.31,31.48,35.12
5/4/2020,1.42,31.4,34.9
5/5/2020,1.38,31.8,34.57
5/6/2020,1.4,32.36,34.55
5/7/2020,1.44,32.72,35.05
5/8/2020,1.44,32.55,34.83
5/9/2020,1.44,32.55,34.83
5/10/2020,1.44,32.55,34.83
5/11/2020,1.34,32.29,34.63
5/12/2020,1.29,32.2,34.31
5/13/2020,1.27,32.19,34.43
5/14/2020,1.27,32.05,34.58
5/15/2020,1.23,31.96,35.06
5/16/2020,1.23,31.96,35.06
5/17/2020,1.23,31.96,35.06
5/18/2020,1.14,31.87,36.13
5/19/2020,1.14,31.71,35.75
5/20/2020,1.05,31.62,37.01
5/21/2020,0.88,31.73,36.91
5/22/2020,0.93,31.71,37.1
5/23/2020,0.93,31.71,37.1
5/24/2020,0.93,31.71,37.1
5/25/2020,0.93,31.79,37.24
5/26/2020,1,31.22,37.16
5/27/2020,0.89,31.68,37.08
5/28/2020,0.86,31.49,37.04
5/29/2020,0.91,31.13,37.17
5/30/2020,0.91,31.13,37.17
5/31/2020,0.91,31.13,37.17
6/1/2020,0.85,35.93,36.62
6/2/2020,1.09,37.23,37.57
6/3/2020,1.23,36.99,37.65
6/4/2020,1.2,36.25,37.92
6/5/2020,1.3,36.31,38.64
6/6/2020,1.3,36.31,38.64
6/7/2020,1.3,36.31,38.64
6/8/2020,1.28,36.19,38.1
6/9/2020,1.24,35.84,37.96
6/10/2020,1.13,35.24,38.37
6/11/2020,1.24,35.07,37.9
6/12/2020,1.38,35.49,37.68
6/13/2020,1.38,35.49,37.68
6/14/2020,1.38,35.49,37.68
6/15/2020,1.44,35.83,37.85
6/16/2020,1.36,35.6,38.34
6/17/2020,1.4,35.55,38.32
6/18/2020,1.39,35.99,40
6/19/2020,1.4,36.4,39.79
6/20/2020,1.4,36.4,39.79
6/21/2020,1.4,36.4,39.79
6/22/2020,1.38,36.63,40.11
6/23/2020,1.45,35.82,40.9
6/24/2020,1.48,36.35,40.95
6/25/2020,1.37,36.47,40.67
6/26/2020,1.36,36.89,40.43
6/27/2020,1.36,36.89,40.43
6/28/2020,1.36,36.89,40.43
6/29/2020,1.5,40.8,42.27
6/30/2020,1.55,40.33,42.37
7/1/2020,1.54,40.09,42.92
7/2/2020,1.42,40.95,42.61
7/3/2020,1.35,40.82,43.08
7/4/2020,1.35,40.82,43.08
7/5/2020,1.35,40.82,43.08
7/6/2020,1.49,40.93,44.82
7/7/2020,1.53,40.28,44.35
7/8/2020,1.47,39.3,44.27
7/9/2020,1.38,39.08,43.55
7/10/2020,1.3,38.46,43.91
7/11/2020,1.3,38.46,43.91
7/12/2020,1.3,38.46,43.91
7/13/2020,1.21,38.67,44.44
7/14/2020,1.26,38.83,44.84
7/15/2020,1.29,38.82,44.08
7/16/2020,1.26,38.9,42.06
7/17/2020,1.29,39.29,43.23
7/18/2020,1.29,39.29,43.23
7/19/2020,1.29,39.29,43.23
7/20/2020,1.28,38.78,41.58
7/21/2020,1.26,38.91,42.03
7/22/2020,1.28,39.04,42.13
7/23/2020,1.33,38.91,42.8
7/24/2020,1.26,38.74,41.95
7/25/2020,1.26,38.74,41.95
7/26/2020,1.26,38.74,41.95
7/27/2020,1.16,38.39,40.74
7/28/2020,1.3,38.39,41.25
7/29/2020,1.33,38.33,41.69
7/30/2020,1.29,38.21,41.05
7/31/2020,1.34,38.02,41.59
8/1/2020,1.34,38.02,41.59
8/2/2020,1.34,38.02,41.59
8/3/2020,1.57,39.67,41.44
8/4/2020,1.66,39.45,42.16
8/5/2020,1.62,39.03,42.15
8/6/2020,1.83,38.2,41.77
8/7/2020,1.95,38.92,41.8
8/8/2020,1.95,38.92,41.8
8/9/2020,1.95,38.92,41.8
8/10/2020,2,38.62,41.92
8/11/2020,1.97,38.44,41.52
8/12/2020,1.82,38.06,41.43
8/13/2020,1.88,37.8,40.93
8/14/2020,1.98,37.57,41
8/15/2020,1.98,37.57,41
8/16/2020,1.98,37.57,41
8/17/2020,2.04,37.71,41.78
8/18/2020,2.18,37.32,41.87
8/19/2020,2.14,37.29,41.67
8/20/2020,1.95,37.2,41.22
8/21/2020,1.95,37.21,41.08
8/22/2020,1.95,37.21,41.08
8/23/2020,1.95,37.21,41.08
8/24/2020,2.25,37.33,42.77
8/25/2020,2.3,37.28,43.73
8/26/2020,2.46,37.1,43.61
8/27/2020,2.46,37.08,43.38
8/28/2020,2.69,36.76,44.29
8/29/2020,2.69,36.76,44.29
8/30/2020,2.69,36.76,44.29
8/31/2020,2.69,39.68,43.56
9/1/2020,2.83,39.18,42.67
9/2/2020,2.7,38.71,43.04
9/3/2020,2.88,38.81,43.62
9/4/2020,3.04,38.94,42.35
9/5/2020,3.04,38.94,42.35
9/6/2020,3.04,38.94,42.35
9/7/2020,2.97,38.7,42.26
9/8/2020,2.8,39.32,42.28
9/9/2020,2.88,39.4,42.67
9/10/2020,2.78,40.18,44.19
9/11/2020,2.74,40.45,44.14
9/12/2020,2.74,40.45,44.14
9/13/2020,2.74,40.45,44.14
9/14/2020,2.79,40.13,46.12
9/15/2020,2.84,40.3,45.36
9/16/2020,3,39.9,45.29
9/17/2020,3.01,40.07,43.94
9/18/2020,2.92,40.12,43.64
9/19/2020,2.92,40.12,43.64
9/20/2020,2.92,40.12,43.64
9/21/2020,3.02,,42.23
